experiment_name,phase,hidden_size,dropout,learning_rate,encoder_length,attention_heads,batch_size,created_at,best_val_loss,total_epochs,early_stopped,pred_min,pred_max,pred_mean,pred_std,num_unique,num_negative,num_positive,pct_negative,pct_positive,checkpoint_selected,checkpoint_epoch,test_mse,test_rmse,test_mae,test_r2,dir_acc,sharpe_ratio,max_drawdown,total_return,num_trades,precision,recall,f1_score,auc_roc,alpha,hit_rate,healthy_pct,degraded_pct,unidirectional_pct,weak_collapse_pct,strong_collapse_pct,healthy_days,degraded_days,unidirectional_days,weak_collapse_days,strong_collapse_days,has_any_collapse,has_strong_collapse,has_degradation,has_unidirectional,problematic_pct,predicted_down,predicted_up,pct_down_predictions,pct_up_predictions,evaluated,collapsed,evaluation_type,selection_warning,n_folds,dir_acc_std,sharpe_std,healthy_pct_std,fold_years,checkpoint_epoch_min,checkpoint_epoch_max,composite_score
sweep2_h16_drop_0.1,00_baseline_exploration,16.0,0.1,0.0005,20.0,2.0,64.0,2025-10-29T17:29:39.095725,0.4031470715999603,58,True,-0.148645,0.31521,0.049674,0.056025,1280.0,205.0,1075.0,16.015625,83.984375,default,,1.171387791633606,1.0823067426681519,0.7713769674301147,0.004566967487335205,0.5359375,0.8790067345516318,-0.1942625492811203,0.8648793697357178,1075.0,0.5432558139534883,0.8500727802037845,0.6628830874006809,0.5287230203907303,-0.05672872066497803,0.45625,48.203125,11.328125,37.65625,2.8125,0.0,617.0,145.0,482.0,36.0,0.0,True,False,True,True,51.796875,205.0,1075.0,0.16015625,0.83984375,True,False,standard,,,,,,,,,0.5646605203907302
sweep2_h16_drop_0.15,00_baseline_exploration,16.0,0.15,0.0005,20.0,2.0,64.0,2025-10-29T17:49:10.822738,0.4029621183872223,59,True,-0.1357,0.221421,0.027785,0.047946,1280.0,279.0,1001.0,21.796875,78.203125,default,,1.174346923828125,1.0836728811264038,0.7719882726669312,0.00205230712890625,0.5453125,1.006013640397486,-0.1960231363773346,0.984951376914978,1001.0,0.5524475524475524,0.8049490538573508,0.6552132701421801,0.531005839598813,0.06334328651428223,0.43203125,45.3125,16.015625,35.9375,2.734375,0.0,580.0,205.0,460.0,35.0,0.0,True,False,True,True,54.6875,279.0,1001.0,0.21796875,0.78203125,True,True,standard,,,,,,,,,0.576318339598813
sweep2_h16_drop_0.2,00_baseline_exploration,16.0,0.2,0.0005,20.0,2.0,64.0,2025-10-29T17:51:43.089771,0.4028061330318451,58,True,-0.091126,0.234459,0.044575,0.038264,1280.0,145.0,1135.0,11.328125,88.671875,default,,1.1733239889144897,1.0832008123397827,0.7720001935958862,0.002921581268310547,0.5390625,0.9905456091306027,-0.18902228772640228,1.083960771560669,1135.0,0.5427312775330396,0.8966521106259098,0.6761800219538968,0.5184503339543584,0.16235268115997314,0.48125,37.265625,8.125,51.40625,3.2031249999999996,0.0,477.0,104.0,658.0,41.0,0.0,True,False,True,True,62.734375,145.0,1135.0,0.11328125,0.88671875,True,True,standard,,,,,,,,,0.5575128339543584
sweep2_h16_drop_0.25,00_baseline_exploration,16.0,0.25,0.0005,20.0,2.0,64.0,2025-10-29T17:52:45.092369,0.4023403227329254,58,True,-0.055598,0.231256,0.049885,0.029732,1279.0,65.0,1215.0,5.078125,94.921875,default,,1.1733026504516602,1.08319091796875,0.7719786763191223,0.0029397010803222656,0.5390625,0.9279255765251542,-0.22382667660713196,1.0357539653778076,1215.0,0.5399176954732511,0.9548762736535662,0.6898002103049422,0.5087078506888959,0.11414587497711182,0.5125,20.859375,2.734375,72.265625,2.03125,2.109375,267.0,35.0,925.0,26.0,27.0,True,True,True,True,79.140625,65.0,1215.0,0.05078125,0.94921875,True,True,standard,,,,,,,,,0.5477703506888959
sweep2_h16_drop_0.3,00_baseline_exploration,16.0,0.3,0.0005,20.0,2.0,64.0,2025-10-29T17:53:47.042890,0.39969533681869507,81,True,-0.094288,0.288517,0.04145,0.045201,1279.0,161.0,1119.0,12.578125000000002,87.421875,default,,1.1724140644073486,1.0827807188034058,0.7725491523742676,0.003694891929626465,0.54375,1.0389086801670389,-0.18902236223220825,1.1923389434814453,1119.0,0.5460232350312779,0.8893740902474527,0.6766334440753046,0.509914308367146,0.2707308530807495,0.47734375,44.375,2.8125,50.546875,2.265625,0.0,568.0,36.0,647.0,29.0,0.0,True,False,True,True,55.625,161.0,1119.0,0.12578125,0.87421875,True,True,standard,,,,,,,,,0.553664308367146
sweep2_h16_enc_15,00_baseline_exploration,16.0,0.15,0.0005,15.0,2.0,64.0,2025-10-29T17:55:49.024017,0.4031449556350708,56,True,-0.122914,0.226582,0.045256,0.043228,1285.0,205.0,1080.0,15.953307392996107,84.04669260700389,default,,1.1698912382125854,1.0816150903701782,0.7701097726821899,0.0032464265823364258,0.5346303501945525,0.967535639693957,-0.19426259398460388,1.0048742294311523,1080.0,0.5425925925925926,0.8492753623188406,0.6621468926553673,0.5368018511752528,0.050932884216308594,0.45603112840466925,42.023346303501945,11.828793774319065,42.72373540856031,3.268482490272374,0.1556420233463035,540.0,152.0,549.0,42.0,2.0,True,True,True,True,57.976653696498055,205.0,1080.0,0.15953307392996108,0.8404669260700389,True,True,standard,,,,,,,,,0.5714322013698053
sweep2_h16_enc_20,00_baseline_exploration,16.0,0.15,0.0005,20.0,2.0,64.0,2025-10-29T17:57:51.284849,0.4029621183872223,59,True,-0.1357,0.221421,0.027785,0.047946,1280.0,279.0,1001.0,21.796875,78.203125,default,,1.174346923828125,1.0836728811264038,0.7719882726669312,0.00205230712890625,0.5453125,1.006013640397486,-0.1960231363773346,0.984951376914978,1001.0,0.5524475524475524,0.8049490538573508,0.6552132701421801,0.531005839598813,0.06334328651428223,0.43203125,45.3125,16.015625,35.9375,2.734375,0.0,580.0,205.0,460.0,35.0,0.0,True,False,True,True,54.6875,279.0,1001.0,0.21796875,0.78203125,True,True,standard,,,,,,,,,0.576318339598813
sweep2_h16_enc_30,00_baseline_exploration,16.0,0.15,0.0005,30.0,2.0,64.0,2025-10-29T18:02:53.585213,0.40314075350761414,68,True,-0.112714,0.272541,0.039199,0.060794,1270.0,360.0,910.0,28.346456692913385,71.65354330708661,default,,1.1786977052688599,1.0856784582138062,0.774669349193573,0.0040152668952941895,0.5299212598425197,0.8337530357328016,-0.16190265119075775,0.7533208131790161,910.0,0.545054945054945,0.7304860088365243,0.6242920075519194,0.5180804856350412,-0.09370684623718262,0.3905511811023622,60.39370078740157,13.779527559055119,25.826771653543307,0.0,0.0,767.0,175.0,328.0,0.0,0.0,False,False,True,True,39.60629921259843,360.0,910.0,0.28346456692913385,0.7165354330708661,True,False,standard,,,,,,,,,0.5480017454775609
sweep2_h16_enc_40,00_baseline_exploration,16.0,0.15,0.0005,40.0,2.0,64.0,2025-10-29T18:22:55.422476,0.4052792489528656,59,True,-0.04366,0.226324,0.048515,0.03565,1259.0,46.0,1214.0,3.650793650793651,96.34920634920636,default,,1.162594199180603,1.0782365798950195,0.7685431838035583,0.003614664077758789,0.5333333333333333,0.9159910491167349,-0.21950364112854004,1.015639305114746,1214.0,0.5354200988467874,0.9643916913946587,0.6885593220338981,0.5174218409779119,0.09159672260284424,0.5158730158730159,24.206349206349206,1.6666666666666667,70.23809523809523,2.4603174603174605,1.4285714285714286,305.0,21.0,885.0,31.0,18.0,True,True,True,True,75.79365079365078,46.0,1214.0,0.03650793650793651,0.9634920634920635,True,True,standard,,,,,,,,,0.5507551743112452
sweep2_h16_enc_50,00_baseline_exploration,16.0,0.15,0.0005,50.0,2.0,64.0,2025-10-29T18:24:57.922461,0.40346384048461914,66,True,-0.014191,0.264566,0.061826,0.045797,1249.0,4.0,1246.0,0.32,99.68,default,,1.159854531288147,1.0769654512405396,0.7665221691131592,0.0028074979782104492,0.5352,0.8757427778235402,-0.2450161874294281,0.9541944265365601,1246.0,0.5353130016051364,0.9970104633781763,0.6966057441253263,0.49489308933363174,0.017283916473388672,0.5336,7.199999999999999,0.0,90.56,2.2399999999999998,0.0,90.0,0.0,1132.0,28.0,0.0,True,False,False,True,92.8,4.0,1246.0,0.0032,0.9968,True,True,standard,,,,,,,,,0.5300930893336318
sweep2_h16_enc_60,00_baseline_exploration,16.0,0.15,0.0005,60.0,2.0,64.0,2025-10-29T18:24:59.867133,0.40536612272262573,54,True,-0.023429,0.246027,0.061531,0.036634,1240.0,44.0,1196.0,3.5483870967741935,96.45161290322581,default,,1.1578233242034912,1.0760220289230347,0.7633564472198486,0.004652082920074463,0.5403225806451613,0.9913182951344301,-0.22339020669460297,1.1238715648651123,1196.0,0.5392976588628763,0.9713855421686747,0.6935483870967742,0.5278875920348058,0.22318017482757568,0.5201612903225806,34.193548387096776,1.0483870967741937,63.2258064516129,1.532258064516129,0.0,424.0,13.0,784.0,19.0,0.0,True,False,True,True,65.80645161290322,44.0,1196.0,0.035483870967741936,0.964516129032258,True,True,standard,,,,,,,,,0.5682101726799671
sweep2_h16_lr_0.0002,00_baseline_exploration,16.0,0.15,0.0002,20.0,2.0,64.0,2025-10-29T18:26:01.068187,0.4037674069404602,100,False,-0.097624,0.217736,0.041224,0.044027,1280.0,229.0,1051.0,17.890625,82.109375,default,,1.1729071140289307,1.0830084085464478,0.7718166708946228,0.0032758712768554688,0.534375,0.9944035985319261,-0.19158919155597687,1.0340607166290283,1051.0,0.5432921027592769,0.8311499272197962,0.6570771001150747,0.5343367919271658,0.11245262622833252,0.44609375,46.40625,12.1875,38.59375,2.8125,0.0,594.0,156.0,494.0,36.0,0.0,True,False,True,True,53.59375,229.0,1051.0,0.17890625,0.82109375,True,True,standard,,,,,,,,,0.5687117919271658
sweep2_h16_lr_0.0003,00_baseline_exploration,16.0,0.15,0.0003,20.0,2.0,64.0,2025-10-29T18:27:33.174310,0.4034959673881531,81,True,-0.089575,0.229482,0.052644,0.044098,1280.0,177.0,1103.0,13.828125,86.171875,default,,1.1724979877471924,1.0828194618225098,0.7712967395782471,0.0036235451698303223,0.5375,0.9702908395193295,-0.19535988569259644,1.0359389781951904,1103.0,0.543064369900272,0.8719068413391557,0.6692737430167598,0.5355812965922173,0.11433088779449463,0.46796875,33.59375,10.0,53.59374999999999,2.8125,0.0,430.0,128.0,686.0,36.0,0.0,True,False,True,True,66.40625,177.0,1103.0,0.13828125,0.86171875,True,True,standard,,,,,,,,,0.5730812965922173
sweep2_h16_lr_0.0004,00_baseline_exploration,16.0,0.15,0.0004,20.0,2.0,64.0,2025-10-29T18:31:06.059424,0.40401941537857056,58,True,-0.118871,0.249133,0.039306,0.042996,1278.0,205.0,1075.0,16.015625,83.984375,default,,1.1723554134368896,1.0827536582946777,0.7721511125564575,0.003744661808013916,0.5328125,0.8848522644322627,-0.19158923625946045,0.8742597103118896,1075.0,0.5413953488372093,0.8471615720524017,0.6606129398410896,0.5242666136463496,-0.04734838008880615,0.4546875,45.390625,14.296875,36.40625,1.171875,2.734375,581.0,183.0,466.0,15.0,35.0,True,True,True,True,54.609375,205.0,1075.0,0.16015625,0.83984375,True,True,standard,,,,,,,,,0.5570791136463497
sweep2_h16_lr_0.0005,00_baseline_exploration,16.0,0.15,0.0005,20.0,2.0,64.0,2025-10-29T18:31:07.932789,0.4029621183872223,59,True,-0.1357,0.221421,0.027785,0.047946,1280.0,279.0,1001.0,21.796875,78.203125,default,,1.174346923828125,1.0836728811264038,0.7719882726669312,0.00205230712890625,0.5453125,1.006013640397486,-0.1960231363773346,0.984951376914978,1001.0,0.5524475524475524,0.8049490538573508,0.6552132701421801,0.531005839598813,0.06334328651428223,0.43203125,45.3125,16.015625,35.9375,2.734375,0.0,580.0,205.0,460.0,35.0,0.0,True,False,True,True,54.6875,279.0,1001.0,0.21796875,0.78203125,True,True,standard,,,,,,,,,0.576318339598813
sweep2_h16_lr_0.0006,00_baseline_exploration,16.0,0.15,0.0006,20.0,2.0,64.0,2025-10-29T18:32:09.545601,0.40242594480514526,51,True,-0.080081,0.26269,0.077434,0.050334,1279.0,82.0,1198.0,6.406249999999999,93.59375,default,,1.1727921962738037,1.0829553604125977,0.7711097002029419,0.003373444080352783,0.53515625,0.8763055269443439,-0.22348129749298096,0.9585448503494263,1198.0,0.5383973288814691,0.9388646288209607,0.6843501326259946,0.5279989003193493,0.03693675994873047,0.50390625,33.125,5.625,59.68750000000001,1.5625,0.0,424.0,72.0,764.0,20.0,0.0,True,False,True,True,66.875,82.0,1198.0,0.0640625,0.9359375,True,False,standard,,,,,,,,,0.5631551503193493
sweep2_h16_lr_0.0007,00_baseline_exploration,16.0,0.15,0.0007,20.0,2.0,64.0,2025-10-29T18:39:11.295303,0.4006896913051605,51,True,-0.11751,0.286904,0.071097,0.059277,1280.0,159.0,1121.0,12.421875,87.578125,default,,1.1722853183746338,1.08272123336792,0.7709378004074097,0.0038042664527893066,0.5328125,0.8752693257994593,-0.22921346127986908,0.9032437801361084,1121.0,0.5396966993755575,0.8806404657933042,0.6692477876106195,0.5278049834188777,-0.018364310264587402,0.47265625,35.546875,7.968749999999999,56.484375,0.0,0.0,455.0,102.0,723.0,0.0,0.0,False,False,True,True,64.453125,159.0,1121.0,0.12421875,0.87578125,True,False,standard,,,,,,,,,0.5606174834188777
sweep2_h16_lr_0.0008,00_baseline_exploration,16.0,0.15,0.0008,20.0,2.0,64.0,2025-10-29T18:41:13.662495,0.3998205363750458,51,True,-0.124291,0.324829,0.075746,0.067919,1280.0,188.0,1092.0,14.6875,85.3125,default,,1.172728180885315,1.082925796508789,0.7708621025085449,0.0034279227256774902,0.53515625,0.8964671555441348,-0.19836312532424927,0.9145073890686035,1092.0,0.5421245421245421,0.8617176128093159,0.6655424395727937,0.5248004987837238,-0.007100701332092285,0.4625,37.890625,6.09375,56.015625,0.0,0.0,485.0,78.0,717.0,0.0,0.0,False,False,True,True,62.109375,188.0,1092.0,0.146875,0.853125,True,False,standard,,,,,,,,,0.5599567487837238
sweep2_hidden_10,00_baseline_exploration,10.0,0.15,0.0005,20.0,2.0,64.0,2025-10-29T18:56:15.860507,0.40175294876098633,74,True,-0.029444,0.175743,0.045233,0.035356,1280.0,158.0,1122.0,12.34375,87.65625,default,,1.173121452331543,1.083107352256775,0.7721077799797058,0.003093719482421875,0.54140625,0.8918177336623874,-0.18902237713336945,0.9367285966873169,1122.0,0.5445632798573975,0.8893740902474527,0.6755113322277502,0.5169873659457376,0.015120506286621094,0.47734375,36.640625,9.921875,34.21875,7.187499999999999,12.03125,469.0,127.0,438.0,92.0,154.0,True,True,True,True,63.359375,158.0,1122.0,0.1234375,0.8765625,True,True,standard,,,,,,,,,0.5583936159457376
sweep2_hidden_12,00_baseline_exploration,12.0,0.15,0.0005,20.0,2.0,64.0,2025-10-29T18:56:17.789499,0.39306944608688354,100,False,-0.023507,0.256061,0.058823,0.04458,1280.0,112.0,1168.0,8.75,91.25,default,,1.1739801168441772,1.0835036039352417,0.7729639410972595,0.0023639798164367676,0.52265625,0.7600494001724063,-0.2416587769985199,0.7894494533538818,1168.0,0.5325342465753424,0.9053857350800583,0.6706199460916441,0.5064765790113184,-0.13215863704681396,0.4859375,23.125,8.90625,66.640625,0.390625,0.9375,296.0,114.0,853.0,5.0,12.0,True,True,True,True,76.875,112.0,1168.0,0.0875,0.9125,True,True,standard,,,,,,,,,0.5291328290113184
sweep2_hidden_14,00_baseline_exploration,14.0,0.15,0.0005,20.0,2.0,64.0,2025-10-29T19:00:20.011165,0.39811307191848755,74,True,-0.02442,0.280017,0.075718,0.058472,1280.0,60.0,1220.0,4.6875,95.3125,default,,1.1776353120803833,1.0851891040802002,0.7743974328041077,-0.0007420778274536133,0.53203125,0.7791355605596145,-0.24135524034500122,0.8191012144088745,1220.0,0.5360655737704918,0.9519650655021834,0.6858940744625066,0.47859181965237324,-0.10250687599182129,0.5109375,33.046875,3.75,63.20312500000001,0.0,0.0,423.0,48.0,809.0,0.0,0.0,False,False,True,True,66.953125,60.0,1220.0,0.046875,0.953125,True,False,standard,,,,,,,,,0.5106230696523733
sweep2_hidden_16,00_baseline_exploration,16.0,0.15,0.0005,20.0,2.0,64.0,2025-10-29T19:02:52.233867,0.4029621183872223,59,True,-0.1357,0.221421,0.027785,0.047946,1280.0,279.0,1001.0,21.796875,78.203125,default,,1.174346923828125,1.0836728811264038,0.7719882726669312,0.00205230712890625,0.5453125,1.006013640397486,-0.1960231363773346,0.984951376914978,1001.0,0.5524475524475524,0.8049490538573508,0.6552132701421801,0.531005839598813,0.06334328651428223,0.43203125,45.3125,16.015625,35.9375,2.734375,0.0,580.0,205.0,460.0,35.0,0.0,True,False,True,True,54.6875,279.0,1001.0,0.21796875,0.78203125,True,True,standard,,,,,,,,,0.576318339598813
sweep2_hidden_18,00_baseline_exploration,18.0,0.15,0.0005,20.0,2.0,64.0,2025-10-29T19:02:54.304700,0.3950904905796051,71,True,0.032943,0.232695,0.062763,0.027106,1280.0,0.0,1280.0,0.0,100.0,default,,1.174429178237915,1.083710789680481,0.7731541395187378,0.001982450485229492,0.53671875,0.8329736080938573,-0.2524605989456177,0.9216080904006958,1280.0,0.53671875,1.0,0.6985256736146417,0.46659351826623563,0.0,0.53671875,2.34375,0.0,76.09375,7.34375,14.21875,30.0,0.0,974.0,94.0,182.0,True,True,False,True,97.65625,0.0,1280.0,0.0,1.0,True,True,standard,,,,,,,,,0.5033122682662357
sweep2_hidden_20,00_baseline_exploration,20.0,0.15,0.0005,20.0,2.0,64.0,2025-10-29T19:03:26.300121,0.39927801489830017,72,True,-0.002716,0.242218,0.086727,0.04773,1280.0,3.0,1277.0,0.234375,99.765625,default,,1.174564003944397,1.0837730169296265,0.7719663977622986,0.0018678903579711914,0.534375,0.7947284303504591,-0.2524605989456177,0.8570568561553955,1277.0,0.5356303837118246,0.9956331877729258,0.6965376782077394,0.5110814917364399,-0.06455123424530029,0.534375,6.484375000000001,0.546875,89.140625,3.125,0.703125,83.0,7.0,1141.0,40.0,9.0,True,True,True,True,93.515625,3.0,1277.0,0.00234375,0.99765625,True,True,standard,,,,,,,,,0.54545649173644
sweep2_hidden_8,00_baseline_exploration,8.0,0.15,0.0005,20.0,2.0,64.0,2025-10-29T19:06:58.132959,0.3989180624485016,100,False,0.008441,0.294471,0.046758,0.02331,1280.0,0.0,1280.0,0.0,100.0,default,,1.1709707975387573,1.0821141004562378,0.7726625204086304,0.004921317100524902,0.53671875,0.8329736080938573,-0.2524605989456177,0.9216080904006958,1280.0,0.53671875,1.0,0.6985256736146417,0.5079076366439121,0.0,0.53671875,2.34375,0.0,93.828125,1.953125,1.875,30.0,0.0,1201.0,25.0,24.0,True,True,False,True,97.65625,0.0,1280.0,0.0,1.0,True,True,standard,,,,,,,,,0.5446263866439122
sweep_baseline,00_baseline_exploration,32.0,0.15,0.001,20.0,2.0,64.0,2025-10-29T19:09:30.521672,0.39423084259033203,48,True,-0.057795,0.332268,0.10518,0.067879,1280.0,77.0,1203.0,6.015625,93.984375,default,,1.176902174949646,1.0848512649536133,0.7738154530525208,-0.00011909008026123047,0.5265625,0.7697217541762329,-0.24135597050189972,0.7995294332504272,1203.0,0.5336658354114713,0.9344978165938864,0.6793650793650793,0.5018913034406749,-0.12207865715026855,0.5015625,30.234375000000004,7.03125,62.734375,0.0,0.0,387.0,90.0,803.0,0.0,0.0,False,False,True,True,69.765625,77.0,1203.0,0.06015625,0.93984375,True,False,standard,,,,,,,,,0.5284538034406749
